Date,Time,Activity,Title,Details,text
2025-11-06,15:15 - 16:00,Workshop D4,Successes and setbacks: a deep dive into product development ,"
Product development is a journey filled with both triumphs and setbacks. In this session, we will delve into the intricacies of product development by examining a recent case study: the development of a new cancer product in China. We will walk through the key aspects of this successful project, highlighting the strategies and decisions that led to its success.  We will also offer insights from other product development experiences across the globe, enriching the discussion with diverse perspectives and strategies. 
Additionally, we will share valuable lessons learned from less successful projects, providing a balanced perspective on what works and what doesn't in product development.  
Key topics we will cover include: 
Critical factors for successful product development 
Common pitfalls and how to avoid them 
The importance of stakeholder engagement 
Balancing innovation with regulatory compliance 
Adapting strategies based on regional and cultural differences 
Join us for an insightful discussion that will benefit professionals involved in product development, from project managers to senior executives. This session aims to equip attendees with practical knowledge and strategies to enhance their own product development processes. 
This session will include interactive discussions. It is designed to be accessible and engaging for professionals at all levels interested in improving their product development outcomes. 
Speakers: Chris Reynolds and Lourens Fourie, Sirius Pt","Date and Time: 2025-11-06; 15:15 - 16:00
Session: Workshop D4: Successes and setbacks: a deep dive into product development 
Details: 
Product development is a journey filled with both triumphs and setbacks. In this session, we will delve into the intricacies of product development by examining a recent case study: the development of a new cancer product in China. We will walk through the key aspects of this successful project, highlighting the strategies and decisions that led to its success.  We will also offer insights from other product development experiences across the globe, enriching the discussion with diverse perspectives and strategies. 
Additionally, we will share valuable lessons learned from less successful projects, providing a balanced perspective on what works and what doesn't in product development.  
Key topics we will cover include: 
Critical factors for successful product development 
Common pitfalls and how to avoid them 
The importance of stakeholder engagement 
Balancing innovation with regulatory compliance 
Adapting strategies based on regional and cultural differences 
Join us for an insightful discussion that will benefit professionals involved in product development, from project managers to senior executives. This session aims to equip attendees with practical knowledge and strategies to enhance their own product development processes. 
This session will include interactive discussions. It is designed to be accessible and engaging for professionals at all levels interested in improving their product development outcomes. 
Speakers: Chris Reynolds and Lourens Fourie, Sirius Pt"
2025-11-06,15:15 - 16:00,Workshop D5,Is there gold at the end of the rainbow? New HP investment opportunities unlocked by Solvency UK reform,"
Follow the journey as we look at how UK life insurers can take advantage of the new opportunities provided under Solvency UK to invest in assets with highly predicable cashflows (HP assets). We will look at the regulatory change and the modelling challenges that need to be solved. We will consider some of the more interesting asset opportunities, including investing in assets with a construction phase or prepayment risk. And we will hear from L&G how it is meeting the challenges to take advantage of the reform. 
The session will start with an introductory presentation focusing on the regulatory change and asset opportunities. It will be followed by a panel discussion on what it took to be able to start investing in these assets and the potential going forward. 
Speakers: Daragh Culley, L&G, James Hayes, L&G Asset Management, Bob Tyley and Carlo Coen Castellino, Hymans Robertson","Date and Time: 2025-11-06; 15:15 - 16:00
Session: Workshop D5: Is there gold at the end of the rainbow? New HP investment opportunities unlocked by Solvency UK reform
Details: 
Follow the journey as we look at how UK life insurers can take advantage of the new opportunities provided under Solvency UK to invest in assets with highly predicable cashflows (HP assets). We will look at the regulatory change and the modelling challenges that need to be solved. We will consider some of the more interesting asset opportunities, including investing in assets with a construction phase or prepayment risk. And we will hear from L&G how it is meeting the challenges to take advantage of the reform. 
The session will start with an introductory presentation focusing on the regulatory change and asset opportunities. It will be followed by a panel discussion on what it took to be able to start investing in these assets and the potential going forward. 
Speakers: Daragh Culley, L&G, James Hayes, L&G Asset Management, Bob Tyley and Carlo Coen Castellino, Hymans Robertson"
2025-11-06,15:15 - 16:00,Workshop D6 | CDC Working Party,"Collective defined contribution versus with-profits annuities: new dog, old tricks? ","
The first collective defined contribution (CDC) scheme in the UK is now a year old. New legislation is emerging to allow different types of CDC pension schemes including in-decumulation CDC. Conceptually, in-decumulation CDC offers the potential for the mass market to access a product at retirement with greater investment freedom than guaranteed annuities, while still offering protection from longevity risk. But then so do with-profits annuities, which have been around for decades. 
Brian Murray, Chief With-Profits Actuary at Phoenix, and Keith McInally, Chair of the IFoA CDC Working Party, debate the similarities and differences of the two products. 
Can the two products be structured in such a way that they are in effect the same? 
If a with-profits annuity was structured exactly like in-decumulation CDC, would it still be considered with-profits? 
If in-decumulation CDC has so much potential, why do with-profits annuities have a fairly small footprint in the UK? 
What can providers and government do to increase the footprint of with-profits annuities or launch CDC to the mainstream? 
Speakers: Alan Newton, Grant Thornton, Keith McInally, WTW and Brian Murray, Phoenix","Date and Time: 2025-11-06; 15:15 - 16:00
Session: Workshop D6 | CDC Working Party: Collective defined contribution versus with-profits annuities: new dog, old tricks? 
Details: 
The first collective defined contribution (CDC) scheme in the UK is now a year old. New legislation is emerging to allow different types of CDC pension schemes including in-decumulation CDC. Conceptually, in-decumulation CDC offers the potential for the mass market to access a product at retirement with greater investment freedom than guaranteed annuities, while still offering protection from longevity risk. But then so do with-profits annuities, which have been around for decades. 
Brian Murray, Chief With-Profits Actuary at Phoenix, and Keith McInally, Chair of the IFoA CDC Working Party, debate the similarities and differences of the two products. 
Can the two products be structured in such a way that they are in effect the same? 
If a with-profits annuity was structured exactly like in-decumulation CDC, would it still be considered with-profits? 
If in-decumulation CDC has so much potential, why do with-profits annuities have a fairly small footprint in the UK? 
What can providers and government do to increase the footprint of with-profits annuities or launch CDC to the mainstream? 
Speakers: Alan Newton, Grant Thornton, Keith McInally, WTW and Brian Murray, Phoenix"
2025-11-06,15:15 - 16:00,Workshop D7,Actuarial cashflow modelling with Python ,"
Python is widely used for process automation, data processing and machine learning, and is becoming a standard component of the actuarial technical toolkit. These use cases make use of a lot of readily available open-source packages. But one challenge for the aspiring actuarial engineer is how to integrate cashflow modelling: Python is not famed for its native high numerical performance. 
Chloe Tervit leads the pricing models and assumptions team at Lloyds Banking Group. Lewis Fogden is the senior manager in the team and the lead developer of the open-source Python heavylight library. 
In this session, Chloe and Lewis will explore this challenge, cover a mix of technical and higher-level concepts: 
Leading and influencing innovation 
Growth mindset 
Developing new skills 
Why Python: the opportunity 
Modelling: what’s the problem that needs solving? 
Development and objectives of the heavy light package 
Performance and challenges 
What the future might hold 
Speakers: Lewis Fogden and Chloe Tervit, Lloyds Banking Group","Date and Time: 2025-11-06; 15:15 - 16:00
Session: Workshop D7: Actuarial cashflow modelling with Python 
Details: 
Python is widely used for process automation, data processing and machine learning, and is becoming a standard component of the actuarial technical toolkit. These use cases make use of a lot of readily available open-source packages. But one challenge for the aspiring actuarial engineer is how to integrate cashflow modelling: Python is not famed for its native high numerical performance. 
Chloe Tervit leads the pricing models and assumptions team at Lloyds Banking Group. Lewis Fogden is the senior manager in the team and the lead developer of the open-source Python heavylight library. 
In this session, Chloe and Lewis will explore this challenge, cover a mix of technical and higher-level concepts: 
Leading and influencing innovation 
Growth mindset 
Developing new skills 
Why Python: the opportunity 
Modelling: what’s the problem that needs solving? 
Development and objectives of the heavy light package 
Performance and challenges 
What the future might hold 
Speakers: Lewis Fogden and Chloe Tervit, Lloyds Banking Group"
2025-11-06,15:15 - 16:00,Workshop D8,"It’s not feelings, it’s numbers: supporting clients with financial trauma through a trauma-informed lens ","
Financial trauma can leave lasting emotional and psychological impacts, shaping how individuals make decisions, trust others, and emotionally respond with financial professionals. In this session, we’ll explore how to use trauma-informed practices to recognise signs of financial trauma and support clients with empathy, clarity, and respectful boundaries. 
Attendees will learn the principles of trauma-informed practices and how to apply them in everyday financial conversations. We’ll examine real-world scenarios that illustrate how past financial harm, instability, or systemic injustice may show up in client behaviour. We’ll explore how to respond in ways that promote healing and financial confidence. 
Whether you’re working with clients recovering from job loss, generational poverty, financial abuse, or other stressors, this session will offer tools to build stronger relationships, reduce shame, and create a space where clients feel seen, heard, and capable. 
Speaker: Allessandria Polizzi, Verdant Consulting","Date and Time: 2025-11-06; 15:15 - 16:00
Session: Workshop D8: It’s not feelings, it’s numbers: supporting clients with financial trauma through a trauma-informed lens 
Details: 
Financial trauma can leave lasting emotional and psychological impacts, shaping how individuals make decisions, trust others, and emotionally respond with financial professionals. In this session, we’ll explore how to use trauma-informed practices to recognise signs of financial trauma and support clients with empathy, clarity, and respectful boundaries. 
Attendees will learn the principles of trauma-informed practices and how to apply them in everyday financial conversations. We’ll examine real-world scenarios that illustrate how past financial harm, instability, or systemic injustice may show up in client behaviour. We’ll explore how to respond in ways that promote healing and financial confidence. 
Whether you’re working with clients recovering from job loss, generational poverty, financial abuse, or other stressors, this session will offer tools to build stronger relationships, reduce shame, and create a space where clients feel seen, heard, and capable. 
Speaker: Allessandria Polizzi, Verdant Consulting"
2025-11-06,16:40 - 17:25,Workshop E1,Learnings from a new entrant in the bulk annuity market ,"
The bulk annuity market continues to go from strength to strength and has attracted various new entrants in recent years. Strong demand has created a vibrant market and significant investment has driven innovation.Over the last few years we have taken our bulk annuity business from an idea to over £1bn of premium written. We were lucky enough to be building on strong foundations but still faced challenges along the way.
In this session, we intend to: 
Provide brief context on the market and why it remains attractive to new entrants
Discuss the market reception for the first mutual bulk annuity insurer in the UK
Reflect on our journey and the challenges we overcame; and compare our experience to the previous wave of new entrants  
Share thoughts on what the future might hold for Royal London and the bulk annuity market in general. 
Speakers: Phillip Sturgess and Baljit Khatra, Royal London","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E1: Learnings from a new entrant in the bulk annuity market 
Details: 
The bulk annuity market continues to go from strength to strength and has attracted various new entrants in recent years. Strong demand has created a vibrant market and significant investment has driven innovation.Over the last few years we have taken our bulk annuity business from an idea to over £1bn of premium written. We were lucky enough to be building on strong foundations but still faced challenges along the way.
In this session, we intend to: 
Provide brief context on the market and why it remains attractive to new entrants
Discuss the market reception for the first mutual bulk annuity insurer in the UK
Reflect on our journey and the challenges we overcame; and compare our experience to the previous wave of new entrants  
Share thoughts on what the future might hold for Royal London and the bulk annuity market in general. 
Speakers: Phillip Sturgess and Baljit Khatra, Royal London"
2025-11-06,16:40 - 17:25,Workshop E2 | MRSC Population Improvements Working Party,Causal mortality data: getting the most out of the data ,"
In 2024 the Population Improvements Working Party published an innovative set of causal-based mortality data, with the aim of categorising the data into different driver groups. These would use not only the primary cause on the death certificate, but other information from the death certificate that shows the chain of events leading to the death. 
We will firstly give an overview of causal-based data and why it can be useful to help understand future longevity trends. We will then go on to discuss what have we learned from this data, and some limitations and challenges we found when using it. 
Speakers: Caroline Roberts, The Phoenix Group and Ben Rees, LCP","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E2 | MRSC Population Improvements Working Party: Causal mortality data: getting the most out of the data 
Details: 
In 2024 the Population Improvements Working Party published an innovative set of causal-based mortality data, with the aim of categorising the data into different driver groups. These would use not only the primary cause on the death certificate, but other information from the death certificate that shows the chain of events leading to the death. 
We will firstly give an overview of causal-based data and why it can be useful to help understand future longevity trends. We will then go on to discuss what have we learned from this data, and some limitations and challenges we found when using it. 
Speakers: Caroline Roberts, The Phoenix Group and Ben Rees, LCP"
2025-11-06,16:40 - 17:25,Workshop E3 | Protection health and care,Reducing morbidity risk in a changing climate: forecasting the impact of emerging health threats ,"
As climate change accelerates the emergence of climate-sensitive infectious diseases,  
including arboviruses like dengue, chikungunya, and West Nile virus, European populations are becoming increasingly exposed to morbidity risks historically confined to tropical regions. These expanding threats challenge long-standing actuarial assumptions in life and health insurance.  
Accurate forecasting of these evolving threats requires the integration of genomic, epidemiological, and eco-epidemiological data using machine learning approaches. By combining real-time genomic surveillance with climate indicators, land use, and human mobility patterns, it is now possible to identify regions at increased risk of outbreaks, enhancing the management of climate change-induced morbidity risks in a data-driven way. 
Machine learning models grounded in high-resolution interdisciplinary datasets enable early warning systems that forecast morbidity risk with improved spatial and temporal precision. These tools provide a quantitative foundation to refine actuarial models and support adaptive, forward-looking strategies.  
As climate-sensitive pathogens expand, forecasting approaches offer insurers a scalable way to anticipate and mitigate emerging morbidity risks across Europe. 
This sessions is aimed at actuaries keen to reflect climate change in risk management, and who are looking into novel ways to assess and quantify climate change-induced risks. 
Speakers:
Marta Giovanetti (online), University Campus Bio-Medico of Rome and the Oswaldo Cruz Foundation in Rio de Janeiro, Brazil
Abdal Chaudhry and Michael Leitschkis, Kynesis","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E3 | Protection health and care: Reducing morbidity risk in a changing climate: forecasting the impact of emerging health threats 
Details: 
As climate change accelerates the emergence of climate-sensitive infectious diseases,  
including arboviruses like dengue, chikungunya, and West Nile virus, European populations are becoming increasingly exposed to morbidity risks historically confined to tropical regions. These expanding threats challenge long-standing actuarial assumptions in life and health insurance.  
Accurate forecasting of these evolving threats requires the integration of genomic, epidemiological, and eco-epidemiological data using machine learning approaches. By combining real-time genomic surveillance with climate indicators, land use, and human mobility patterns, it is now possible to identify regions at increased risk of outbreaks, enhancing the management of climate change-induced morbidity risks in a data-driven way. 
Machine learning models grounded in high-resolution interdisciplinary datasets enable early warning systems that forecast morbidity risk with improved spatial and temporal precision. These tools provide a quantitative foundation to refine actuarial models and support adaptive, forward-looking strategies.  
As climate-sensitive pathogens expand, forecasting approaches offer insurers a scalable way to anticipate and mitigate emerging morbidity risks across Europe. 
This sessions is aimed at actuaries keen to reflect climate change in risk management, and who are looking into novel ways to assess and quantify climate change-induced risks. 
Speakers:
Marta Giovanetti (online), University Campus Bio-Medico of Rome and the Oswaldo Cruz Foundation in Rio de Janeiro, Brazil
Abdal Chaudhry and Michael Leitschkis, Kynesis"
2025-11-06,16:40 - 17:25,Workshop E4,Quantum computing for actuaries: A practical primer ,"
Quantum computing opens an entirely new horizon for actuaries. Despite their reputation, quantum concepts can be surprisingly intuitive when framed in actuarial contexts. This introductory session will leverage actuarial analogies and practical examples to clarify core quantum concepts:
Qubits and Quantum circuits: What are they, and how are they used to encode and process information?
Superposition: Actuarial analogies like Schrödinger’s Policyholder, where a life simultaneously embodies survival and death probabilities.
Entanglement: Illustrating correlated risks like joint-lives, where the state of one qubit immediately informs about another.
Quantum Encoding: Representing entire life tables efficiently with just a handful of qubits, drastically reducing computational and memory requirements.
Quantum Valuation: Annuity and Option valuation using quantum computers.
Quantum Hardware demo: Running calculations on real quantum hardware. 
Inspired by recent actuarial-focused quantum research published in the British Actuarial Journal, attendees will develop foundational quantum literacy, practical familiarity with quantum methods relevant to actuarial work, and actionable insights into integrating quantum tools into their analytical toolbox. 
Speaker: Muhammad Ahmer Amjad, WTW","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E4: Quantum computing for actuaries: A practical primer 
Details: 
Quantum computing opens an entirely new horizon for actuaries. Despite their reputation, quantum concepts can be surprisingly intuitive when framed in actuarial contexts. This introductory session will leverage actuarial analogies and practical examples to clarify core quantum concepts:
Qubits and Quantum circuits: What are they, and how are they used to encode and process information?
Superposition: Actuarial analogies like Schrödinger’s Policyholder, where a life simultaneously embodies survival and death probabilities.
Entanglement: Illustrating correlated risks like joint-lives, where the state of one qubit immediately informs about another.
Quantum Encoding: Representing entire life tables efficiently with just a handful of qubits, drastically reducing computational and memory requirements.
Quantum Valuation: Annuity and Option valuation using quantum computers.
Quantum Hardware demo: Running calculations on real quantum hardware. 
Inspired by recent actuarial-focused quantum research published in the British Actuarial Journal, attendees will develop foundational quantum literacy, practical familiarity with quantum methods relevant to actuarial work, and actionable insights into integrating quantum tools into their analytical toolbox. 
Speaker: Muhammad Ahmer Amjad, WTW"
2025-11-06,16:40 - 17:25,Workshop E5,Expanding actuarial horizons: IT insights from beyond the spreadsheet ,"
In today’s rapidly evolving landscape, actuaries must innovate in how they handle, process, and share data. While we spend our careers assessing risks for companies and clients, we seldom take time to assess the risks to our profession as a whole. The past decade's advancements in data science and GenAI present both opportunities and risks. How do these external forces impact our profession? 
This session introduces the ‘Actuarial Citizen Developer Ecosystem’, challenging what the actuary of the future will look like, and how we can embrace new technologies to empower the next generation of actuaries. 
Panellists will discuss their successful use of advanced software tools beyond our comfort zone of spreadsheets. The session will cover strategies for transitioning to these tools, including real-world applications and case studies. It will explore how integrating advanced analytics and technology can enhance actuarial efficiency and effectiveness. Insights will be provided on overcoming challenges, optimising stakeholder engagement, and fostering team collaboration. The session will address key success factors and challenges in building this ecosystem, aiming to answer questions such as: 
What is an ‘Actuarial Citizen Developer Ecosystem’? 
How can actuaries transition to advanced software solutions? 
How to get your team excited to implement new technologies 
How to collaborate effectively with your IT department 
How can actuaries continuously develop their skills to keep up with technological advancements? 
This session will equip participants with the knowledge and tools to thrive as actuaries of the future, fostering innovation, efficiency, and influence. 
Speakers: Amar Gorania, APR and Darragh Pelly, Reitigh, Jennifer Loftus, Acorn Life","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E5: Expanding actuarial horizons: IT insights from beyond the spreadsheet 
Details: 
In today’s rapidly evolving landscape, actuaries must innovate in how they handle, process, and share data. While we spend our careers assessing risks for companies and clients, we seldom take time to assess the risks to our profession as a whole. The past decade's advancements in data science and GenAI present both opportunities and risks. How do these external forces impact our profession? 
This session introduces the ‘Actuarial Citizen Developer Ecosystem’, challenging what the actuary of the future will look like, and how we can embrace new technologies to empower the next generation of actuaries. 
Panellists will discuss their successful use of advanced software tools beyond our comfort zone of spreadsheets. The session will cover strategies for transitioning to these tools, including real-world applications and case studies. It will explore how integrating advanced analytics and technology can enhance actuarial efficiency and effectiveness. Insights will be provided on overcoming challenges, optimising stakeholder engagement, and fostering team collaboration. The session will address key success factors and challenges in building this ecosystem, aiming to answer questions such as: 
What is an ‘Actuarial Citizen Developer Ecosystem’? 
How can actuaries transition to advanced software solutions? 
How to get your team excited to implement new technologies 
How to collaborate effectively with your IT department 
How can actuaries continuously develop their skills to keep up with technological advancements? 
This session will equip participants with the knowledge and tools to thrive as actuaries of the future, fostering innovation, efficiency, and influence. 
Speakers: Amar Gorania, APR and Darragh Pelly, Reitigh, Jennifer Loftus, Acorn Life"
2025-11-06,16:40 - 17:25,Workshop E6,Navigating a Part VII transfer with insights from Phoenix Life and Abrdn Life and Pensions ,"
This presentation explores the Part VII insurance business transfer recently executed between Phoenix Life Limited and abrdn Life and Pensions Limited, with Grant Thornton providing the independent expert to act for the transfer. Through a detailed discussion, our presenters – the independent expert from Grant Thornton, lead project actuary from Phoenix Life, and Chief Actuary of Abrdn Life and Pensions – will share their experiences and insights into the complexities, challenges, and successes of this high-profile transfer. 
Designed for actuaries and insurance professionals with an intermediate to advanced understanding of Part VII transfers, this session will delve into: 
The background of business relationships between the two insurers, which led to a need for the transfer 
Technical challenges of dealing with group pension business, pooled property funds, reinsurance arrangements and floating charges 
Operational challenges of the Part VII coinciding with a planned admin system migration 
Practical insights into the regulatory process, regulatory interactions and the independent expert's role. 
Handling changes to the scope, tight timelines, and other project management challenges that required careful navigation 
The scale of change to the Abrdn Life business 
Lessons learned that attendees can apply to future transactions. 
Speakers: Simon Perry, Grant Thornton, Richard Preston, Phoenix Life and Amit Lad, Barnett Waddingham","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E6: Navigating a Part VII transfer with insights from Phoenix Life and Abrdn Life and Pensions 
Details: 
This presentation explores the Part VII insurance business transfer recently executed between Phoenix Life Limited and abrdn Life and Pensions Limited, with Grant Thornton providing the independent expert to act for the transfer. Through a detailed discussion, our presenters – the independent expert from Grant Thornton, lead project actuary from Phoenix Life, and Chief Actuary of Abrdn Life and Pensions – will share their experiences and insights into the complexities, challenges, and successes of this high-profile transfer. 
Designed for actuaries and insurance professionals with an intermediate to advanced understanding of Part VII transfers, this session will delve into: 
The background of business relationships between the two insurers, which led to a need for the transfer 
Technical challenges of dealing with group pension business, pooled property funds, reinsurance arrangements and floating charges 
Operational challenges of the Part VII coinciding with a planned admin system migration 
Practical insights into the regulatory process, regulatory interactions and the independent expert's role. 
Handling changes to the scope, tight timelines, and other project management challenges that required careful navigation 
The scale of change to the Abrdn Life business 
Lessons learned that attendees can apply to future transactions. 
Speakers: Simon Perry, Grant Thornton, Richard Preston, Phoenix Life and Amit Lad, Barnett Waddingham"
2025-11-06,16:40 - 17:25,Workshop E7 | Inequality of Climate Change Working Party,Climate inequality and the just transition: actuarial perspectives on fairness and risk ,"
Climate change is not only an environmental crisis but also a significant driver of social and economic inequality. As the global community accelerates efforts to decarbonise economies, the concept of a ‘just transition’ has emerged, emphasising the need for fairness in distributing the burdens and benefits of climate action. This presentation examines the intersection of climate risk, inequality, just transition, and actuarial science, drawing on the paper ‘Climate Inequality and Just Transition’ by the IFoA Inequality of Climate Change Working Party.  We will explore how climate change disproportionately impacts vulnerable populations and how transition policies can either mitigate or exacerbate existing inequalities. It will highlight regulatory and public interest considerations from a life insurance perspective, including the impacts on implicit scenario assumptions, and its relevance to IFoA risk alerts and consumer duty. By connecting these issues to broader economic and political contexts, attendees will see how awareness of climate justice impacts life actuaries’ work and aids the alignment with government objectives on domestic economic growth. 
The session will highlight the importance of a just transition for all, including those who are at the more privileged side of the inequalities. Finally, attendees will gain insights into the ethical responsibilities of actuaries and the vital role of equity in advancing climate solutions. 
Speakers: Nick Spencer, Millman, Helen Nicholas, WTW, and Clare Keeffe, Border to Coast","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E7 | Inequality of Climate Change Working Party: Climate inequality and the just transition: actuarial perspectives on fairness and risk 
Details: 
Climate change is not only an environmental crisis but also a significant driver of social and economic inequality. As the global community accelerates efforts to decarbonise economies, the concept of a ‘just transition’ has emerged, emphasising the need for fairness in distributing the burdens and benefits of climate action. This presentation examines the intersection of climate risk, inequality, just transition, and actuarial science, drawing on the paper ‘Climate Inequality and Just Transition’ by the IFoA Inequality of Climate Change Working Party.  We will explore how climate change disproportionately impacts vulnerable populations and how transition policies can either mitigate or exacerbate existing inequalities. It will highlight regulatory and public interest considerations from a life insurance perspective, including the impacts on implicit scenario assumptions, and its relevance to IFoA risk alerts and consumer duty. By connecting these issues to broader economic and political contexts, attendees will see how awareness of climate justice impacts life actuaries’ work and aids the alignment with government objectives on domestic economic growth. 
The session will highlight the importance of a just transition for all, including those who are at the more privileged side of the inequalities. Finally, attendees will gain insights into the ethical responsibilities of actuaries and the vital role of equity in advancing climate solutions. 
Speakers: Nick Spencer, Millman, Helen Nicholas, WTW, and Clare Keeffe, Border to Coast"
2025-11-06,16:40 - 17:25,Workshop E8,The mutual market is ready for growth ,"
The government identified in its manifesto an ambition to double the size of the sector, and commissioned reports from the FCA and PRA assessing the current mutuals landscape. The sector already punches above its weight, but how can the market live up to the government’s ambitions, delivering inclusive growth across the UK? 
Within our talk we will leverage our mutual-specific, market-leading SFCR analysis to highlight potential areas for growth. Joined by industry experts from LV= and the AFM, we will share our views on the three ‘whiches’: 
Which markets and propositions will be key? 
Which regulations could the government consider changing to unlock growth? 
Which investments do mutuals need to make now? 
How can actuaries use their knowledge and skills to guide mutuals along the path of achieving doubling in size? 
We will also reflect on any further regulatory developments emerging over the year as the regulators prepare and release their reports, and share our viewpoints on which ‘which’ will unlock inclusive growth for the mutual benefit of all. 
Speakers: Ewan Tweedie, Broadstone, Stephanie Blenko, Financial Mutuals and Andrew Collins, LV=","Date and Time: 2025-11-06; 16:40 - 17:25
Session: Workshop E8: The mutual market is ready for growth 
Details: 
The government identified in its manifesto an ambition to double the size of the sector, and commissioned reports from the FCA and PRA assessing the current mutuals landscape. The sector already punches above its weight, but how can the market live up to the government’s ambitions, delivering inclusive growth across the UK? 
Within our talk we will leverage our mutual-specific, market-leading SFCR analysis to highlight potential areas for growth. Joined by industry experts from LV= and the AFM, we will share our views on the three ‘whiches’: 
Which markets and propositions will be key? 
Which regulations could the government consider changing to unlock growth? 
Which investments do mutuals need to make now? 
How can actuaries use their knowledge and skills to guide mutuals along the path of achieving doubling in size? 
We will also reflect on any further regulatory developments emerging over the year as the regulators prepare and release their reports, and share our viewpoints on which ‘which’ will unlock inclusive growth for the mutual benefit of all. 
Speakers: Ewan Tweedie, Broadstone, Stephanie Blenko, Financial Mutuals and Andrew Collins, LV="
2025-11-06,22:00 - 22:40,After dinner speaker: Helen Arney,"Event host, musical comedian, science presenter and ‘Voice of an Angle’ Helen Arney regularly features on TV, radio and in theatres around the world with her unique mix of stand-up, songs and science.  ","
As a corporate entertainer, Helen has performed under a dinosaur for Europe’s science ministers, next to a Saturn V rocket in Alabama for ThinkerCon, on stage with Commander Chris Hadfield at the Royal Albert Hall and has sung a Googolplex at Google's head office in California, to name a few memorable moments. 
She hosts live events of every kind, from the annual international celebration of women in science and engineering, Ada Lovelace Day Live, to science-themed classical concerts with the London Philharmonic Orchestra, BBC National Orchestra of Wales and Orchestra of the Age of Enlightenment. She also curates the very best of science comedy in her regular show in London: “An Evening Of Unnecessary Detail”.  
Helen is a regular after-dinner entertainer, host and speaker at conferences and events for institutions and organisations including the United Nations, CERN, Google, Natural History Museum, British Science Association, WIRED, Institute of Physics, Royal Institution, Royal Society, The Turing Festival, and many more.","Date and Time: 2025-11-06; 22:00 - 22:40
Session: After dinner speaker: Helen Arney: Event host, musical comedian, science presenter and ‘Voice of an Angle’ Helen Arney regularly features on TV, radio and in theatres around the world with her unique mix of stand-up, songs and science.  
Details: 
As a corporate entertainer, Helen has performed under a dinosaur for Europe’s science ministers, next to a Saturn V rocket in Alabama for ThinkerCon, on stage with Commander Chris Hadfield at the Royal Albert Hall and has sung a Googolplex at Google's head office in California, to name a few memorable moments. 
She hosts live events of every kind, from the annual international celebration of women in science and engineering, Ada Lovelace Day Live, to science-themed classical concerts with the London Philharmonic Orchestra, BBC National Orchestra of Wales and Orchestra of the Age of Enlightenment. She also curates the very best of science comedy in her regular show in London: “An Evening Of Unnecessary Detail”.  
Helen is a regular after-dinner entertainer, host and speaker at conferences and events for institutions and organisations including the United Nations, CERN, Google, Natural History Museum, British Science Association, WIRED, Institute of Physics, Royal Institution, Royal Society, The Turing Festival, and many more."
2025-11-07,09:00 - 09:45,Workshop F1,CMI_2024: A panel discussion ,"
The CMI mortality projections model was first released in 2009 and is the UK industry model for assessing future mortality improvements. The COVID-19 pandemic posed a unique challenge for the CMI and other data-driven models, as this turbulent period for mortality was unlikely to be indicative of future trends.  
The latest version of the model, CMI_2024, contains the most fundamental changes to the model structure since CMI_2016 to deal with this issue, namely: 
Extending the existing age-period-cohort improvement to have three period terms, to reflect different trends in mortality at different ages, rather than one as in earlier versions of the model 
Modelling the impact of the COVID-19 pandemic on mortality by adding a “fitted overlay” to the APCI model, rather than using weights as in earlier versions 
Applying cohort constraints after fitting the model, rather than as part of the fitting process, to avoid distorting cohort components at intermediate ages 
Changing the algorithm used to fit the model to be quicker and more robust. 
In this session we will have a panel discussion featuring the CMI mortality projections committee and model users from across the industry, to discuss these changes to the model. Actuaries of all levels with an interest in mortality trends will benefit from this session. 
Speakers: Cobus Daneel, CMI Mortality Projections Committee, Roshan Tajapra, SCOR, Caroline Roberts, Phoenix Group and Steve Baxter, Club Vita","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F1: CMI_2024: A panel discussion 
Details: 
The CMI mortality projections model was first released in 2009 and is the UK industry model for assessing future mortality improvements. The COVID-19 pandemic posed a unique challenge for the CMI and other data-driven models, as this turbulent period for mortality was unlikely to be indicative of future trends.  
The latest version of the model, CMI_2024, contains the most fundamental changes to the model structure since CMI_2016 to deal with this issue, namely: 
Extending the existing age-period-cohort improvement to have three period terms, to reflect different trends in mortality at different ages, rather than one as in earlier versions of the model 
Modelling the impact of the COVID-19 pandemic on mortality by adding a “fitted overlay” to the APCI model, rather than using weights as in earlier versions 
Applying cohort constraints after fitting the model, rather than as part of the fitting process, to avoid distorting cohort components at intermediate ages 
Changing the algorithm used to fit the model to be quicker and more robust. 
In this session we will have a panel discussion featuring the CMI mortality projections committee and model users from across the industry, to discuss these changes to the model. Actuaries of all levels with an interest in mortality trends will benefit from this session. 
Speakers: Cobus Daneel, CMI Mortality Projections Committee, Roshan Tajapra, SCOR, Caroline Roberts, Phoenix Group and Steve Baxter, Club Vita"
